FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER,AGE_SUM,TURNOUT_RATE,FOR_RATE
1268,790,2058,1,1,23665,15529.0,23719,865.3,27.34889634,0.7365261862634738,0.18789364681210632,0.07558016692441984,0.491823368,0.517219523,78,11043.0,0.49,21.3,7.3,6542,1953,5847,5497,3826,2,0.26347381400000003,9323,11694,23665,0.08696387069511938,0.6161321671525753
16298,14166,30464,1,1,66510,18225.0,30180,465.2,142.9707653,0.8580021358580021,0.050540593050540594,0.09145727109145728,0.479206134,0.522688318,31,4638.0,0.07,14.7,6.9,17108,6168,19840,14423,8971,1,0.141997864,23394,39680,66510,0.45803638550593895,0.5349921218487395
11291,2308,13599,1,1,46930,20698.0,38940,283.7,165.4212196,0.704493136295507,0.2608918067391082,0.034615056965384944,0.488855743,0.514958449,25,7643.0,0.18,12.7,6.8,14226,4065,15611,9281,3747,1,0.295506864,13028,31222,46930,0.2897720008523333,0.8302816383557614
2019,1105,3124,1,1,9765,14242.0,21578,408.4,23.91038198,0.453726454,0.541973792,0.004299754,0.478136201,0.524014337,24,6070.0,0.61,27.2,7.6,2964,979,2613,1962,1247,2,0.546273546,3209,5226,9765,0.3199180747567844,0.6462868117797695
4321,1357,5678,1,1,20905,17905.0,28768,246.1,84.94514425,0.472631579,0.522296651,0.00507177,0.477110739,0.524611337,15,3831.0,0.18,20.2,11.1,6350,2246,6066,4086,2157,1,0.527368421,6243,12132,20905,0.27160966276010523,0.7610073969707644
6630,2273,8903,1,1,41991,17530.0,33611,218.9,191.8273184,0.581963699,0.384688676,0.033347625,0.487914077,0.513967279,16,4829.0,0.12,17.9,9.5,13698,3714,13847,7206,3526,1,0.418036301,10732,27694,41991,0.21202162368126504,0.7446928001797147
13722,6920,20642,1,1,82804,16426.0,21130,928.7,89.16119307,0.563481328,0.427110005,0.009408667,0.476861021,0.526520458,69,14051.0,0.17,30.1,8.3,25386,7713,21907,17331,10467,1,0.436518672,27798,43814,82804,0.24928747403507076,0.6647611665536285
4499,2583,7082,1,1,46165,13941.0,24808,739.9,62.3935667,0.6259153346259154,0.3520083193520084,0.022076346022076348,0.485909239,0.517058378,18,3541.0,0.08,21.5,6.7,14409,4700,13488,8923,4645,1,0.37408466500000004,13568,26976,46165,0.15340626015379616,0.6352725218864728
6800,2357,9157,1,1,57068,16630.0,26230,612.9,93.11143743,0.610147213,0.3351034,0.054749387,0.489994393,0.512914418,59,12445.0,0.21,23.9,7.8,17697,5566,16568,11409,5828,2,0.389852787,17237,33136,57068,0.16045769958645825,0.7426012886316479
37412,7630,45042,1,1,178621,22966.0,41277,854.4,209.0601592,0.8450753901549245,0.11969563788030435,0.035228971964771025,0.492500882,0.509262629,118,31847.0,0.22,11.6,4.9,51812,13255,58503,37903,17148,1,0.15492461,55051,117006,178621,0.25216519894077405,0.8306025487322943
16472,6501,22973,1,1,93873,15925.0,23384,790.3,118.7814754,0.675817328,0.307063799,0.017118873,0.479168664,0.522461198,121,32990.0,0.38,26.5,9.4,27965,10993,26734,18372,9809,2,0.324182672,28181,53468,93873,0.2447242551106282,0.7170156270404388
1131,380,1511,1,1,6829,16996.0,17001,602.5,11.33443983,0.440879121,0.554285714,0.004835165,0.461414556,0.542539171,21,3649.0,0.51,39.0,9.3,2178,548,1744,1273,1086,2,0.5591208790000001,2359,3488,6829,0.22126226387465223,0.7485109199205824
13254,3509,16763,1,1,101829,17361.0,28402,1255.1,81.1321807,0.747800039,0.179404832,0.072795129,0.488937336,0.514411415,51,14945.0,0.15,20.1,4.8,31548,10061,30696,20100,9424,1,0.252199961,29524,61392,101829,0.1646191163617437,0.7906699278172165
2939,1403,4342,1,1,21593,18109.0,24857,877.7,24.60180016,0.69529766,0.29622423,0.00847811,0.479831427,0.522113648,77,13535.0,0.65,20.0,6.8,5884,1868,5714,4928,3199,2,0.30470233999999996,8127,11428,21593,0.20108368452739314,0.6768770152003685
5566,2290,7856,1,1,51082,16461.0,24855,1173.9,43.51477979,0.818215643,0.149962793,0.031821564,0.485376454,0.515700247,39,4694.0,0.09,21.0,5.7,15144,4440,14118,10472,6908,2,0.181784357,17380,28236,51082,0.15379194236717433,0.7085030549898167
4325,2035,6360,1,1,54089,14526.0,24187,1328.5,40.71433948,0.68606157,0.217993784,0.095944646,0.576309416,0.434894341,79,19683.0,0.32,18.3,7.1,14163,12899,16550,6592,3885,2,0.31393843,10477,33100,54089,0.11758398195566566,0.6800314465408805
7898,3218,11116,1,1,43088,16177.0,21477,669.6,64.34886499,0.663440336,0.32957315,0.006986514,0.483498886,0.518288154,78,20470.0,0.47,28.5,8.5,11959,3666,11885,9342,6236,2,0.336559664,15578,23770,43088,0.2579836613442258,0.7105073767542281
4350,1989,6339,1,1,42477,16553.0,24167,595.9,71.28209431,0.655256033,0.33610359,0.008640377,0.472538079,0.528474233,78,21451.0,0.51,20.7,10.0,11212,3573,11180,9688,6824,1,0.344743967,16512,22360,42477,0.14923370294512325,0.6862281116895409
4975,2334,7309,1,1,20480,19621.0,30819,191.2,107.1129707,0.6014648433985351,0.3845703126154297,0.013964843986035156,0.483789063,0.518212891,9,3287.0,0.17,17.6,6.6,5880,2119,6342,4159,1980,1,0.398535157,6139,12684,20480,0.356884765625,0.6806676699958955
1726,626,2352,1,1,12198,13611.0,19605,359.4,33.93989983,0.807348479,0.181169523,0.011481998,0.479340876,0.522462699,37,7355.0,0.61,26.4,15.1,3447,994,3094,2772,1891,2,0.192651521,4663,6188,12198,0.1928184948352189,0.733843537414966
1109,412,1521,1,1,13174,12438.0,28219,406.0,32.44827586,0.416046759,0.570897222,0.013056019,0.670866859,0.335205708,9,3776.0,0.29,25.5,7.6,2638,1172,6115,2305,944,2,0.583953241,3249,12230,13174,0.11545468346743586,0.7291255752794215
2503,1225,3728,1,1,17878,14005.0,23425,950.6,18.80706922,0.6463319163536682,0.34142250065857754,0.01224558298775442,0.517675355,0.485009509,56,9611.0,0.59,24.3,7.0,4557,1895,5099,3708,2619,2,0.353668084,6327,10198,17878,0.20852444345005033,0.6714055793991416
523,847,1370,0,1,3157,13516.0,20722,988.0,3.2,0.995564005,0.00095057,0.003485425,0.494328922,0.505671078,11,1217.0,0.38,13.7,1.4,808,168,871,637,673,2,0.004435995,1310,1742,3157,0.4339562876148242,0.38175182481751824
1150,3906,5056,0,1,12506,15745.0,20419,1491.8,8.4,0.987527982,0.002238567,0.010233451,0.487843762,0.512156238,41,5528.0,0.44,17.0,3.2,3021,1296,3249,2302,2638,2,0.012472018,4940,6498,12506,0.4042859427474812,0.2274525316455696
685,1733,2418,0,1,7191,12633.0,16917,1388.6,5.2,0.617802503,0.0,0.382197497,0.504445679,0.495554321,34,2279.0,0.32,31.7,8.0,2436,590,1764,1282,1119,2,0.382197497,2401,3528,7191,0.33625365039632876,0.28329197684036395
218,379,597,0,1,1094,10476.0,22639,1151.5,1.0,0.99725777,0.0,0.00274223,0.522563177,0.477436823,4,43.0,0.04,29.6,4.3,350,66,324,218,136,2,0.00274223,354,648,1094,0.5457038391224863,0.36515912897822445
1902,2097,3999,0,1,7953,15592.0,22294,1668.7,4.8,0.988304829,0.000754527,0.010940644,0.503058295,0.496941705,30,4362.0,0.54,12.9,4.1,2018,604,2119,1553,1659,2,0.011695170999999999,3212,4238,7953,0.5028291210863824,0.47561890472618157
636,1032,1668,0,1,3578,15627.0,21478,1162.1,3.1,0.9960872,0.0,0.0039128,0.48971079,0.51028921,16,1645.0,0.46,15.6,1.6,981,186,996,749,666,2,0.0039128,1415,1992,3578,0.46618222470653997,0.381294964028777
524,853,1377,0,1,2953,15992.0,19160,1103.6,2.7,0.989159892,0.000338753,0.010501355,0.501665556,0.498334444,20,2013.0,0.67,18.4,2.5,704,127,727,703,692,2,0.010840108000000001,1395,1454,2953,0.46630545208262786,0.3805374001452433
8623,13635,22258,0,1,60267,17218.0,28450,1633.2,36.8,0.963578741,0.001194684,0.035226575,0.485140776,0.514859224,63,19015.0,0.32,10.0,3.8,16352,6045,20652,10767,6451,1,0.036421259000000004,17218,41304,60267,0.36932317852224267,0.3874112678587474
7444,24092,31536,0,1,103215,17620.0,26806,1765.7,58.3,0.971980274,0.002790346,0.02522938,0.497511519,0.502488481,119,33845.0,0.33,11.8,3.1,25142,16060,35925,15939,10149,1,0.028019726,26088,71850,103215,0.30553698590321177,0.23604769152714358
708,2076,2784,0,1,6039,14286.0,21250,1489.1,4.1,0.990062935,0.000662471,0.009274594,0.5,0.5,31,2287.0,0.38,14.1,4.1,1583,330,1567,1376,1183,2,0.009937065,2559,3134,6039,0.46100347739692005,0.2543103448275862
574,2055,2629,0,1,6043,14746.0,20248,1131.1,5.4,0.987586892,0.001324065,0.011089043,0.495496971,0.504503029,25,2951.0,0.48,17.8,2.5,1478,590,1480,1188,1307,2,0.012413107999999999,2495,2960,6043,0.4350488168128413,0.2183339672879422
307,1159,1466,0,1,2878,13453.0,21507,1259.4,2.3,0.992002782,0.000347705,0.007649513,0.499137634,0.500862366,19,1370.0,0.47,12.5,1.7,674,113,700,617,774,2,0.007997218,1391,1400,2878,0.5093815149409312,0.20941336971350613
723,1156,1879,0,1,3975,9798.0,19824,2010.0,2.0,0.897610063,0.0,0.102389937,0.515605493,0.484394507,14,1239.0,0.31,25.0,2.2,1199,234,1116,765,661,2,0.102389937,1426,2232,3975,0.47270440251572327,0.3847791378392762
510,1051,1561,0,1,2927,15790.0,19310,632.1,4.7,0.98223437,0.0,0.01776563,0.494069807,0.505930193,11,1339.0,0.45,10.3,6.4,721,147,745,587,727,2,0.01776563,1314,1490,2927,0.5333105568841817,0.32671364509929535
775,1649,2424,0,1,4805,10424.0,16892,1510.0,3.2,0.996670135,0.0,0.003329865,0.510144928,0.489855072,20,1274.0,0.26,23.8,3.3,1211,274,1138,1157,1025,2,0.003329865,2182,2276,4805,0.504474505723205,0.31971947194719474
555,1099,1654,0,1,3963,16424.0,20760,635.3,6.3,0.991418476,0.0,0.008581524,0.488827517,0.511172483,14,2026.0,0.51,17.5,3.5,1069,223,1028,827,816,2,0.008581524,1643,2056,3963,0.4173605854150896,0.3355501813784764
315,683,998,0,1,2098,13329.0,20281,1002.0,2.1,0.980934223,0.0,0.019065777,0.509013283,0.490986717,10,576.0,0.27,15.9,2.3,630,127,520,376,445,2,0.019065777,821,1040,2098,0.47569113441372735,0.3156312625250501
5659,12347,18006,0,1,70532,14687.0,25162,1437.9,49.2,0.9364206110000001,0.020503077000000005,0.043076312000000005,0.511325213,0.488674787,75,18617.0,0.26,12.3,3.7,17885,13735,23595,9115,6202,1,0.063579389,15317,47190,70532,0.2552883797425282,0.3142841275130512
572,1138,1710,0,1,3528,8694.14,17368,1659.6,2.1,0.986394558,0.000283447,0.013321995,0.506903353,0.493096647,21,1706.0,0.48,24.5,1.5,911,188,865,798,766,2,0.013605441999999999,1564,1730,3528,0.4846938775510204,0.3345029239766082
382,1359,1741,0,1,3285,16511.0,19417,708.5,4.7,0.994828111,0.0,0.005171889,0.496821072,0.503178928,20,1587.0,0.48,15.6,2.2,827,165,841,665,787,2,0.005171889,1452,1682,3285,0.5299847792998478,0.21941412981045377
539,1038,1577,0,1,3425,12307.0,19601,1132.3,3.0,0.995328467,0.0,0.004671533,0.496371553,0.503628447,17,1395.0,0.4,18.5,3.0,876,173,852,776,748,2,0.004671533,1524,1704,3425,0.46043795620437955,0.3417882054533925
452,1120,1572,0,1,3320,12437.0,17378,1351.6,2.5,0.996687745,0.0,0.003312255,0.515306122,0.484693878,21,1596.0,0.48,24.1,5.4,908,169,822,746,675,2,0.003312255,1421,1644,3320,0.4734939759036145,0.2875318066157761
675,1933,2608,0,1,5357,14777.0,19710,1147.2,4.7,0.997199925,0.0,0.002800075,0.506223296,0.493776704,38,2964.0,0.55,19.3,2.3,1425,267,1335,1133,1197,2,0.002800075,2330,2670,5357,0.4868396490573082,0.25881901840490795
362,868,1230,0,1,2828,15002.0,19490,992.7,2.9,0.994695898,0.000353607,0.004950495,0.50509308,0.49490692,17,1334.0,0.47,18.6,2.2,693,120,675,694,646,2,0.005304102,1340,1350,2828,0.4349363507779349,0.2943089430894309
992,2017,3009,0,1,6493,12888.0,18275,1874.2,3.5,0.994607919,0.000616238,0.004775843,0.506893382,0.493106618,37,3289.0,0.5,18.9,5.8,1717,331,1645,1419,1381,2,0.005392081,2800,3290,6493,0.46342214692746037,0.32967763376537057
617,1532,2149,0,1,4004,13089.0,17798,975.3,4.1,0.9952547459952548,0.00024975000024975,0.004495504004495504,0.482715742,0.517284258,20,3173.0,0.79,16.9,1.3,845,154,849,969,1187,2,0.004745254,2156,1698,4004,0.5367132867132867,0.28711028385295484
891,1782,2673,0,1,6340,12722.0,24662,2742.2,2.3,0.85302002885302,0.000473111000473111,0.14650686014650685,0.506188313,0.493811687,33,2399.0,0.38,18.4,2.3,2058,365,1904,1130,883,2,0.146979971,2013,3808,6340,0.421608832807571,0.3333333333333333
1590,2692,4282,0,1,10382,14902.0,21853,2110.4,5.0,0.9429782310570218,0.00028896199971103803,0.056732806943267204,0.504924931,0.495075069,52,4818.0,0.46,15.8,4.6,2950,497,2876,2039,2020,2,0.057021769,4059,5752,10382,0.41244461568098634,0.3713218122372723
1402,2558,3960,0,1,9766,16323.0,31969,1045.4,9.4,0.9678476340321523,0.001228752998771247,0.030923612969076385,0.504486134,0.495513866,27,4871.0,0.5,9.0,6.1,3102,460,3390,1570,1244,2,0.032152366,2814,6780,9766,0.405488429244317,0.35404040404040404
3286,5176,8462,0,1,23641,13142.0,23685,1926.4,12.3,0.978932228,0.000549962,0.02051781,0.494683544,0.505316456,45,6315.0,0.27,12.3,4.8,6967,1805,7187,4468,3214,1,0.021067772000000002,7682,14374,23641,0.3579374814940146,0.3883242732214606
989,2033,3022,0,1,6966,13913.0,19399,1824.0,3.8,0.798622075798622,0.000574135000574135,0.20080378920080377,0.494089161,0.505910839,32,2941.0,0.42,21.1,5.4,2048,439,1873,1326,1280,2,0.201377924,2606,3746,6966,0.43382141831754234,0.3272667107875579
461,1289,1750,0,1,4377,17943.0,19360,981.7,4.5,0.99566111,0.000456725,0.003882165,0.49478458,0.50521542,24,2620.0,0.59,14.0,3.7,1001,171,1043,999,1163,2,0.00433889,2162,2086,4377,0.39981722641078365,0.2634285714285714
449,721,1170,0,1,2366,10747.0,23000,723.6,3.3,0.981825866,0.0,0.018174134,0.519529609,0.480470391,5,646.0,0.27,19.3,3.9,779,124,754,442,267,2,0.018174134,709,1508,2366,0.4945054945054945,0.3837606837606838
909,2517,3426,0,1,9195,18002.0,23256,1118.8,8.3,0.971932115,0.001414273,0.026653612,0.495453561,0.504546439,44,4279.0,0.46,9.2,8.7,2519,527,2631,1799,1719,2,0.028067885,3518,5262,9195,0.3725938009787928,0.26532399299474607
705,1539,2244,0,1,5029,16427.0,20216,1017.9,5.0,0.991847286,0.000397693,0.007755021,0.494457641,0.505542359,17,1584.0,0.31,15.9,2.8,1266,277,1209,1046,1231,2,0.008152714,2277,2418,5029,0.44621197057069,0.3141711229946524
1446,3411,4857,0,1,12640,15880.0,21780,1186.2,10.7,0.9477056969477058,0.0017405060017405061,0.0505537970505538,0.490576453,0.509423547,35,4778.0,0.38,13.2,3.7,3249,1066,3636,2379,2310,2,0.052294303,4689,7272,12640,0.38425632911392404,0.29771463866584313
549,1843,2392,0,1,5910,15040.0,23017,862.8,6.9,0.991542625,0.00067659,0.007780785,0.511231211,0.488768789,22,3333.0,0.56,11.3,1.8,1495,311,1613,1210,1281,2,0.008457375,2491,3226,5910,0.40473773265651436,0.2295150501672241
578,958,1536,0,1,3135,14989.0,22659,874.8,3.6,0.982775119017225,0.004465709995534291,0.012759170987240831,0.493670886,0.506329114,17,1593.0,0.5,11.6,2.5,844,175,854,634,628,2,0.017224881,1262,1708,3135,0.48995215311004786,0.3763020833333333
1495,4794,6289,0,1,18127,14406.0,24248,1436.9,12.6,0.971144828,0.000993103,0.027862069,0.512508265,0.487491735,54,7349.0,0.4,12.2,4.6,4801,2245,5097,3058,2926,2,0.028855172,5984,10194,18127,0.34694102719699893,0.23771664811575768
1701,2446,4147,0,1,12807,9720.0,15163,902.5,14.2,0.332682546,0.002186646,0.665130808,0.490291262,0.509708738,30,1752.0,0.14,40.7,14.6,4753,1211,3504,2012,1327,2,0.667317454,3339,7008,12807,0.32380729288670257,0.41017603086568605
413,1332,1745,0,1,4535,16829.0,23838,858.8,5.3,0.994266814,0.000220507,0.005512679,0.513299626,0.486700374,23,2499.0,0.55,11.5,1.7,1196,271,1286,977,805,2,0.005733186,1782,2572,4535,0.38478500551267913,0.23667621776504297
266,882,1148,0,1,2130,12533.0,17145,971.8,2.2,0.994833255,0.0,0.005166745,0.518621974,0.481378026,16,1167.0,0.54,23.1,2.8,497,84,529,521,499,2,0.005166745,1020,1058,2130,0.5389671361502347,0.23170731707317074
598,670,1268,0,1,3781,8694.14,14838,1094.2,3.4,0.242528432,0.000793441,0.756678127,0.517149694,0.482850306,12,298.0,0.08,47.4,15.2,1597,365,1046,542,231,2,0.757471568,773,2092,3781,0.33536101560433745,0.471608832807571
160,345,505,0,1,896,8809.0,18355,1218.0,0.7,0.995535714,0.0,0.004464286,0.527012128,0.472987872,3,146.0,0.16,20.9,2.5,264,55,252,205,120,2,0.004464286,325,504,896,0.5636160714285714,0.31683168316831684
2782,4164,6946,0,1,22767,13656.0,22048,1338.3,17.1,0.984626197,0.000746728,0.014627075,0.491546952,0.508453048,39,3871.0,0.17,14.3,3.7,6589,2165,7162,3820,3031,2,0.015373803,6851,14324,22767,0.30509070145385864,0.4005182839044054
315,965,1280,0,1,2396,17631.0,23307,712.4,3.4,0.996245307,0.0,0.003754693,0.502066116,0.497933884,22,1824.0,0.75,12.5,1.6,618,106,601,583,488,2,0.003754693,1071,1202,2396,0.5342237061769616,0.24609375
2364,5116,7480,0,1,22122,16318.0,22415,2221.5,10.0,0.9835480220164519,0.0023050849976949147,0.014146892985853107,0.487972663,0.512027337,49,8947.0,0.4,12.2,3.5,5628,1930,6622,4332,3610,2,0.016451978,7942,13244,22122,0.3381249434951632,0.3160427807486631
467,1027,1494,0,1,3595,13462.0,18608,1025.4,3.5,0.9819193329819192,0.0005563280005563279,0.017524339017524336,0.500964985,0.499035015,15,1688.0,0.47,21.5,2.9,946,208,947,665,829,2,0.018080667,1494,1894,3595,0.41557719054242004,0.31258366800535475
852,3005,3857,0,1,8718,15783.0,22050,861.9,10.2,0.9794701220205299,0.0013763049986236949,0.019153572980846426,0.489716636,0.510283364,32,5367.0,0.61,12.3,4.0,2188,888,2264,1613,1765,2,0.020529878,3378,4528,8718,0.4424179857765543,0.22089707026186156
1570,3356,4926,0,1,13787,15098.0,21973,1282.0,10.8,0.955689318,0.00137791,0.042932772,0.49783237,0.50216763,50,4972.0,0.36,13.4,4.6,3715,906,3929,2652,2585,2,0.044310682000000004,5237,7858,13787,0.3572931021977225,0.31871701177425904
7726,11637,19363,0,1,57762,15042.0,22996,2013.0,28.8,0.935046049,0.024444291,0.04050966,0.497643342,0.502356658,92,17022.0,0.29,12.7,4.5,15806,7883,18746,8796,6531,2,0.06495395100000001,15327,37492,57762,0.3352203871057096,0.3990084181170273
687,1770,2457,0,1,5811,17159.0,18568,1271.4,4.6,0.996900826,0.000344353,0.002754821,0.48345839,0.51654161,38,2793.0,0.48,18.0,5.9,1395,260,1416,1321,1419,2,0.003099174,2740,2832,5811,0.4228187919463087,0.2796092796092796
2576,4652,7228,0,1,20981,14687.0,23249,2070.6,10.2,0.9451460700548538,0.000953152999046847,0.05390077694609922,0.491551895,0.508448105,46,9589.0,0.45,14.0,3.5,6130,1447,6605,3802,2997,2,0.054853929999999995,6799,13210,20981,0.3445021686287594,0.3563918096292197
281,455,736,0,2,2804,17925.0,25511,988.0,2.83805668,0.994287754,0.001071046,0.0046412,0.497322385,0.502677615,11,1217.0,0.38,13.0,1.8,691,141,763,644,565,2,0.005712246,1209,1526,2804,0.2624821683309558,0.38179347826086957
499,1639,2138,0,2,12061,18771.0,27385,1491.8,8.084863923,0.9847416870000001,0.0024877680000000004,0.012770545000000001,0.489841612,0.510158388,41,5528.0,0.44,13.3,2.7,2824,1235,3030,2536,2436,2,0.015258312999999999,4972,6060,12061,0.17726556670259513,0.2333956969130028
247,809,1056,0,2,6816,14153.0,21021,1388.6,4.908540977,0.581449956,0.0,0.418550044,0.50572351,0.49427649,34,2279.0,0.32,28.3,10.5,2378,519,1625,1304,990,2,0.418550044,2294,3250,6816,0.15492957746478872,0.23390151515151514
111,221,332,0,2,1133,9083.0,27039,1151.5,0.983933999,0.9964695490035304,0.0008826129991173869,0.002647837997352162,0.52603707,0.47396293,4,43.0,0.04,12.8,3.4,354,66,329,256,128,2,0.003530451,384,658,1133,0.29302736098852605,0.33433734939759036
517,969,1486,0,2,7479,20043.0,28570,1668.7,4.481932043,0.9867593959867593,0.000668717000668717,0.012571887012571887,0.503009228,0.496990772,30,4362.0,0.54,12.3,3.0,1806,496,1901,1617,1659,2,0.013240604,3276,3802,7479,0.1986896643936355,0.34791386271870794
281,426,707,0,2,3274,19927.0,27465,1162.1,2.817313484,0.995722579,0.0,0.004277421,0.490986862,0.509013138,16,1645.0,0.46,11.0,2.0,834,151,840,748,701,2,0.004277421,1449,1680,3274,0.21594379963347587,0.39745403111739747
235,477,712,0,2,2439,21050.0,26569,1103.6,2.21003987,0.9852398529852398,0.000820008000820008,0.01394013901394014,0.502665027,0.497334973,20,2013.0,0.67,13.5,2.9,553,91,568,614,613,2,0.014760147000000001,1227,1136,2439,0.2919229192291923,0.3300561797752809
4427,9803,14230,0,2,65724,22503.0,38025,1633.2,40.24246877,0.956809013,0.001491969,0.041699018,0.485103144,0.514896856,63,19015.0,0.32,8.3,2.7,17095,6250,21310,13353,7716,1,0.043190987,21069,42620,65724,0.2165114722171505,0.31110330288123683
3704,11121,14825,0,2,113238,23513.0,35953,1765.7,64.13207227,0.9640699529640699,0.0032326440032326435,0.0326974030326974,0.49906377,0.50093623,119,33845.0,0.33,8.9,1.7,26912,16300,38111,20453,11462,1,0.035930047,31915,76222,113238,0.13091894946925944,0.24984822934232714
268,1101,1369,0,2,5248,20982.0,28336,1489.1,3.524276409,0.989507821,0.000381534,0.010110645,0.497329264,0.502670736,31,2287.0,0.38,11.3,4.1,1279,259,1282,1298,1130,2,0.010492178999999999,2428,2564,5248,0.2608612804878049,0.19576333089846604
343,866,1209,0,2,5671,20721.0,24953,1131.1,5.013703474,0.9853563860146437,0.001411432998588567,0.013232180986767822,0.495059986,0.504940014,25,2951.0,0.48,14.9,1.7,1350,537,1340,1259,1185,2,0.014643614000000001,2444,2680,5671,0.2131899135954858,0.2837055417700579
149,547,696,0,2,2508,20724.0,28434,1259.4,1.991424488,0.991231566,0.0,0.008768434,0.500199283,0.499800717,19,1370.0,0.47,11.2,2.4,541,87,574,591,715,2,0.008768434,1306,1148,2508,0.27751196172248804,0.21408045977011494
291,673,964,0,2,3711,11650.0,25021,2010.0,1.846268657,0.8789757418789758,0.003234501003234501,0.11778975711778976,0.508355795,0.491644205,14,1239.0,0.31,15.5,3.4,1079,201,991,793,647,2,0.121024258,1440,1982,3711,0.25976825653462676,0.30186721991701243
276,450,726,0,2,2871,16006.0,24197,632.1,4.542002848,0.98014629,0.0,0.01985371,0.495646116,0.504353884,11,1339.0,0.45,12.4,5.4,690,135,719,650,677,2,0.01985371,1327,1438,2871,0.25287356321839083,0.38016528925619836
