FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER,AGE_SUM,TURNOUT_RATE,FOR_RATE
962,2275,3237,0,1,13483,20666.0,34556,906.0,14.91,0.91,0.02,0.07,0.49,0.51,43,6677.0,0.51,11.6,3.2,3827,907,3550,2990,2254,2,0.09,5244,7100,13528,0.2400801008677594,0.2971887550200803
625,1791,2416,0,1,10820,15656.0,22095,1030.0,10.29,0.81,0.05,0.14,0.48,0.52,46,8303.0,0.73,23.2,4.9,2898,762,2486,2386,2081,2,0.19,4467,4972,10613,0.2232902033271719,0.2586920529801324
563,1031,1594,0,1,10282,16430.0,23720,729.0,14.13,0.82,0.01,0.17,0.5,0.5,44,5093.0,0.49,24.1,13.8,2766,1159,2447,2290,1659,2,0.18,3949,4894,10321,0.15502820462944952,0.35319949811794227
1612,3895,5507,0,1,46452,15500.0,26057,1607.0,28.99,0.8415841584158416,0.0297029702970297,0.12871287128712872,0.49,0.51,148,20386.0,0.47,21.7,8.3,12723,4213,12143,10966,6519,2,0.16,17485,24286,46564,0.11855248428485318,0.29271835845287814
1515,3361,4876,0,1,31100,15928.0,31148,965.0,32.53,0.89,0.03,0.08,0.49,0.51,76,11867.0,0.41,15.2,4.9,8731,2360,8144,7666,4460,2,0.11,12126,16288,31361,0.15678456591639872,0.31070549630844957
1589,2981,4570,0,1,30663,18552.0,35771,749.0,41.41,0.78,0.16,0.06,0.49,0.51,50,8274.0,0.29,13.8,3.8,8205,4162,8020,6665,3918,1,0.22,10583,16040,30970,0.14903955907771582,0.3477024070021882
512,1125,1637,0,1,8576,15639.0,27775,532.0,15.99,0.85,0.03,0.12,0.5,0.51,28,5030.0,0.62,16.7,5.1,2259,694,2177,2086,1320,2,0.15,3406,4354,8536,0.19088152985074627,0.3127672571777642
1190,3239,4429,0,1,25819,17575.0,34208,580.0,45.18,0.89,0.01,0.1,0.5,0.5,65,11494.0,0.5,13.9,3.4,7078,2159,7078,6591,3318,2,0.11,9909,14156,26224,0.17154033851039932,0.26868367577331226
900,2484,3384,0,1,34577,16249.0,23132,1900.0,18.31,0.73,0.11,0.16,0.48,0.52,119,12395.0,0.37,26.5,8.6,10146,3169,8782,8035,4651,2,0.27,12686,17564,34783,0.09786852532029962,0.26595744680851063
1208,1917,3125,0,1,18807,14815.0,22904,712.0,26.82,0.76,0.05,0.19,0.48,0.52,52,7471.0,0.45,22.3,8.5,4308,1309,3992,5400,4041,2,0.24,9441,7984,19050,0.16616153559844737,0.38656
424,1497,1921,0,1,7781,18861.0,31859,957.0,8.15,0.96,0.0,0.04,0.49,0.52,33,4041.0,0.5,13.9,3.6,2090,491,1909,1887,1452,1,0.04,3339,3818,7829,0.24688343400591184,0.22071837584591358
614,1449,2063,0,1,12074,16511.0,23597,427.0,28.82,0.85,0.02,0.13,0.49,0.51,38,5998.0,0.55,18.9,6.4,2807,972,2832,3187,2528,2,0.15,5715,5664,12326,0.17086301142951799,0.29762481822588466
1700,3440,5140,0,1,37089,16520.0,29381,683.0,55.03,0.81,0.0,0.19,0.49,0.51,96,14847.0,0.44,17.2,4.7,9744,3017,9219,9218,6440,2,0.19,15658,18438,37638,0.13858556445307235,0.33073929961089493
722,1483,2205,0,1,12397,15760.0,25266,425.0,28.96,0.85,0.02,0.13,0.49,0.51,37,6137.0,0.51,19.5,7.2,3125,904,3089,2982,2235,2,0.15,5217,6178,12335,0.17786561264822134,0.327437641723356
2700,5879,8579,0,1,69796,17374.0,27432,839.0,83.47,0.7029702970297029,0.1485148514851485,0.1485148514851485,0.48,0.52,137,35554.0,0.52,20.0,6.9,18852,6199,18766,15577,10610,2,0.3,26187,37532,70004,0.12291535331537624,0.31472199557057934
1095,1693,2788,0,1,11303,17531.0,31827,742.0,15.36,0.88,0.02,0.1,0.49,0.51,31,5346.0,0.48,14.0,3.5,3070,882,3004,2709,1760,2,0.12,4469,6008,11425,0.24666017871361584,0.39275466284074606
703,963,1666,0,1,9889,15061.0,26073,581.0,17.22,0.79,0.04,0.17,0.49,0.51,30,4871.0,0.49,17.2,6.0,2442,742,2391,2565,1829,2,0.21,4394,4782,9969,0.16847001719081808,0.421968787515006
760,1428,2188,0,1,11357,13713.0,21202,629.0,18.13,0.67,0.12,0.21,0.51,0.49,33,5123.0,0.44,27.6,7.0,2921,933,2866,2794,1888,2,0.33,4682,5732,11402,0.19265651140265916,0.3473491773308958
20529,50825,71354,0,1,631053,23236.0,34513,718.0,881.59,0.7326732673267327,0.1485148514851485,0.1188118811881188,0.48,0.52,567,299834.0,0.5,15.8,4.0,164180,64717,189204,135451,79436,1,0.27,214887,378408,632988,0.11307132681407109,0.28770636544552514
1679,3069,4748,0,1,38316,14879.0,24039,702.0,55.41,0.7326732673267327,0.12871287128712872,0.13861386138613863,0.49,0.51,77,18048.0,0.49,22.5,9.6,10372,3639,9647,9228,5974,2,0.27,15202,19294,38860,0.12391690155548596,0.3536225779275484
2599,3389,5988,0,1,42470,16091.0,32421,2303.0,18.59,0.73,0.11,0.16,0.5,0.5,76,13015.0,0.31,15.2,4.0,11692,3246,12193,10445,5262,1,0.27,15707,24386,42838,0.14099364257122673,0.43403473613894455
1286,2567,3853,0,1,30661,18155.0,25013,485.0,63.77,0.8,0.0,0.2,0.48,0.53,85,19259.0,0.63,19.7,7.2,7345,2970,7353,7665,5611,2,0.2,13276,14706,30944,0.1256645249665699,0.33376589670386714
988,1614,2602,0,1,16222,17423.0,29496,595.0,27.58,0.88,0.01,0.11,0.5,0.5,43,7801.0,0.5,16.7,5.9,4369,1193,4285,4038,2553,2,0.12,6591,8570,16438,0.16039945752681545,0.3797079169869331
2736,6467,9203,0,1,64969,18025.0,30444,697.0,93.42,0.8787878787878788,0.030303030303030304,0.09090909090909091,0.5,0.5,97,22260.0,0.36,16.6,1.9,13829,16207,17174,10922,6977,2,0.12,17899,34348,65109,0.14165217257461252,0.2972943605346083
3475,5764,9239,0,1,43134,16390.0,26665,1377.0,31.08,0.8118811881188118,0.04950495049504951,0.13861386138613863,0.5,0.5,124,21967.0,0.54,19.8,8.4,10217,3394,11380,10576,7231,2,0.19,17807,22760,42798,0.21419298001576484,0.3761229570299816
1266,3364,4630,0,1,34815,17690.0,25859,725.0,47.72,0.82,0.03,0.15,0.48,0.52,92,18352.0,0.54,20.8,5.6,8613,4176,8737,7696,5369,2,0.18,13065,17474,34591,0.13298865431566853,0.2734341252699784
2440,5773,8213,0,1,61811,16897.0,30409,793.0,78.44,0.84,0.02,0.14,0.48,0.52,127,31170.0,0.53,19.5,5.5,16566,6847,16085,14180,8566,1,0.16,22746,32170,62244,0.13287278963291324,0.297089979301108
619,1486,2105,0,1,11559,13650.0,19362,1422.0,8.16,0.83,0.01,0.16,0.49,0.51,55,5182.0,0.47,29.2,7.1,2905,880,2656,3057,2086,2,0.17,5143,5312,11584,0.18210917899472273,0.294061757719715
280,812,1092,0,1,3581,18242.0,27240,1146.0,3.14,0.93,0.0,0.07,0.49,0.5,26,2588.0,0.62,16.9,4.5,985,244,901,800,650,2,0.07,1450,1802,3580,0.30494275342083216,0.2564102564102564
2824,6084,8908,0,1,65693,19053.0,41466,711.0,95.76,0.85,0.01,0.14,0.49,0.51,84,20562.0,0.37,9.1,3.4,18269,5489,18844,16813,8713,1,0.15,25526,37688,68128,0.13560044449180278,0.31701841041760215
1040,2434,3474,0,1,24967,15147.0,22426,640.0,38.74,0.74,0.08,0.18,0.48,0.52,80,16066.0,0.63,26.7,10.0,6495,2088,5967,5866,4354,2,0.26,10220,11934,24770,0.13914366964393,0.2993667242371906
2092,4038,6130,0,1,36982,15860.0,26044,715.0,52.48,0.7676767676767677,0.020202020202020204,0.21212121212121213,0.49,0.51,71,11145.0,0.33,21.0,9.0,10403,3524,9716,9006,4882,1,0.23,13888,19432,37531,0.16575631388242928,0.3412724306688418
1612,5213,6825,0,1,43341,18150.0,30175,891.0,48.72,0.9,0.02,0.08,0.48,0.52,82,25305.0,0.6,16.5,5.6,11235,3026,11254,10237,7658,2,0.1,17895,22508,43410,0.15747213954454212,0.2361904761904762
516,1871,2387,0,1,18104,23470.0,36041,2048.0,9.08,0.8585858585858586,0.0,0.14141414141414144,0.5,0.5,51,9529.0,0.58,11.3,2.8,5390,1947,5027,4239,2037,2,0.14,6276,10054,18640,0.13184931506849315,0.2161709258483452
399,1156,1555,0,1,9633,14277.0,22989,879.0,10.81,0.71,0.09,0.2,0.49,0.51,33,7647.0,0.74,23.6,5.4,2754,804,2133,2084,1728,2,0.29,3812,4266,9503,0.16142427073601162,0.2565916398713826
20583,37062,57645,0,1,536138,27264.0,35280,587.0,926.29,0.8,0.1,0.1,0.48,0.52,465,212368.0,0.42,13.3,3.4,140241,53961,168129,116647,64561,1,0.2,181208,336258,543539,0.10751895967083101,0.3570647931303669
2309,3657,5966,0,1,54146,16622.0,37904,591.0,93.62,0.85,0.04,0.11,0.49,0.5,56,11361.0,0.24,12.8,3.3,16221,4646,16243,13065,5084,1,0.15,18149,32486,55259,0.110183577734274,0.3870264834059671
2460,6761,9221,0,1,47516,24803.0,37346,424.0,112.03,0.86,0.03,0.11,0.48,0.52,70,27119.0,0.56,12.3,3.9,11833,3395,12463,11609,8219,2,0.14,19828,24926,47519,0.19406094789123662,0.26678234464808587
647,1995,2642,0,1,11629,15795.0,25395,1009.0,11.7,0.9292929292929294,0.0,0.07070707070707072,0.49,0.51,39,7328.0,0.64,19.9,4.1,3215,792,2872,2753,2164,2,0.07,4917,5744,11796,0.22719064407945652,0.244890234670704
698,1591,2289,0,1,8278,20011.0,28010,1289.0,6.51,0.9595959595959596,0.0,0.04040404040404041,0.48,0.52,39,4987.0,0.55,15.5,3.0,1776,1057,1805,1859,1869,2,0.04,3728,3610,8366,0.2765160666827736,0.30493665356050675
949,2004,2953,0,1,18604,18567.0,32899,1245.0,14.93,0.92,0.01,0.07,0.5,0.5,36,9736.0,0.51,14.6,4.6,5157,1494,5236,4166,2500,2,0.08,6666,10472,18553,0.1587293055256934,0.3213681002370471
1844,3599,5443,0,2,16021,13051.0,24326,508.8,31.48781447,0.76994631,0.217692596,0.012361094,0.482706955,0.517293045,50,10434.0,0.66,21.2,12.7,4658,1474,4804,3119,1966,2,0.23005368999999998,5085,9608,16021,0.339741589164222,0.33878375895645785
862,1042,1904,0,2,6264,14369.0,20345,338.1,18.527063,0.696089385,0.27980846,0.024102155,0.486193136,0.513806864,22,2640.0,0.42,24.5,9.4,1891,637,1784,1192,760,2,0.303910615,1952,3568,6264,0.30395913154533843,0.4527310924369748
1139,1668,2807,0,2,9784,13790.0,21717,285.0,34.32982456,0.830011244,0.159869161,0.010119595,0.474292139,0.525707861,26,4267.0,0.45,24.2,8.9,2929,955,2808,1877,1215,2,0.16998875600000002,3092,5616,9784,0.28689697465249386,0.4057712860705379
560,619,1179,0,2,3623,13740.0,20056,343.2,10.55652681,0.47294312547294315,0.5248481505248481,0.002208724002208724,0.457758145,0.542241855,17,2794.0,0.77,27.0,18.9,1069,338,1035,662,519,2,0.527056874,1181,2070,3623,0.3254209218879382,0.47497879558948264
5051,5201,10252,0,2,40351,16417.0,28222,258.5,156.0967118,0.550515566,0.432133651,0.017350783,0.514599445,0.485400555,40,14270.0,0.36,18.9,5.9,9362,5214,13852,7501,4422,2,0.449484434,11923,27704,40351,0.25407053108968797,0.4926843542723371
1309,2332,3641,0,2,10686,14667.0,28546,233.7,45.72528883,0.952180423,0.037619315,0.010200262,0.50233951,0.49766049,30,5068.0,0.49,15.2,6.2,2840,1052,3399,2177,1218,2,0.047819577,3395,6798,10686,0.34072618379187725,0.3595166163141994
4392,5162,9554,0,2,32017,15478.0,30510,162.2,197.3921085,0.859655151,0.120072468,0.020272381,0.489285937,0.510714063,44,9782.0,0.33,15.2,8.0,9027,3184,10548,5900,3358,1,0.140344849,9258,21096,32017,0.2984039728894025,0.4597027423068872
6870,7909,14779,0,2,59363,15598.0,31274,459.9,129.0780604,0.889618922,0.094747128,0.01563395,0.493244382,0.506755618,77,19445.0,0.35,13.0,8.3,16319,6086,19465,11512,5981,1,0.110381078,17493,38930,59363,0.24895978976803734,0.464848771906083
1689,2505,4194,0,2,16629,14534.0,22070,251.8,66.04050834,0.6694935639999999,0.32358955899999997,0.006916876999999998,0.459280645,0.540719355,34,11289.0,0.69,23.7,7.0,5087,1384,4763,3078,2317,2,0.330506436,5395,9526,16629,0.2522099945877684,0.4027181688125894
1905,2565,4470,0,2,14420,14460.0,24078,452.5,31.86740331,0.854020676,0.122389509,0.023589815,0.487476584,0.512523416,21,4490.0,0.32,19.8,7.7,4006,1387,4185,3035,1807,2,0.145979324,4842,8370,14420,0.30998613037447986,0.4261744966442953
26169,24555,50724,1,2,152038,18932.0,29151,250.0,608.152,0.559063612,0.428491558,0.01244483,0.464740744,0.535259256,151,70518.0,0.47,23.6,6.7,40470,15539,47789,28478,19762,1,0.440936388,48240,95578,152038,0.3336271195359055,0.5159096285781879
1296,2402,3698,0,2,10579,15500.0,27417,217.4,48.66145354,0.754561785,0.233336485,0.01210173,0.481421953,0.518578047,28,5916.0,0.57,17.0,5.3,2782,1267,2943,2163,1424,2,0.24543821500000002,3587,5886,10579,0.3495604499480102,0.3504597079502434
1735,1995,3730,0,2,11536,12483.0,25049,444.4,25.95859586,0.9374187390625812,0.05616711494383288,0.006414145993585854,0.498569819,0.501430181,29,4734.0,0.43,19.6,10.8,3490,1101,3577,2309,1059,2,0.062581261,3368,7154,11536,0.3233356449375867,0.4651474530831099
1360,2332,3692,0,2,15416,12944.0,19674,493.7,31.22544055,0.5548997990000001,0.42635709200000005,0.018743109000000004,0.471690771,0.528309229,51,8743.0,0.57,29.9,4.9,4641,1430,4161,2848,2336,2,0.445100201,5184,8322,15416,0.23949143746756615,0.36836403033586135
2754,2481,5235,1,2,17489,14540.0,34010,441.8,39.58578542,0.826499685,0.156115972,0.017384343,0.492422943,0.507577057,26,5283.0,0.34,12.9,5.7,5665,1543,6037,2992,1252,1,0.173500315,4244,12074,17489,0.2993310080622105,0.5260744985673352
4874,7729,12603,0,2,45334,13267.0,25741,682.6,66.41371228,0.711402735,0.273423026,0.015174239,0.485752095,0.514247905,74,15228.0,0.35,20.9,4.9,10570,11068,11891,7286,4519,2,0.288597265,11805,23782,45334,0.2780032646578727,0.38673331746409584
2859,2789,5648,1,2,20953,13240.0,19738,830.6,25.2263424,0.45969166100000003,0.5353443750000001,0.004963964000000001,0.472531144,0.527468856,44,11216.0,0.55,29.2,15.8,6990,1936,6122,3561,2344,2,0.540308339,5905,12244,20953,0.26955567221877536,0.5061968838526912
2518,2252,4770,1,2,15646,14508.0,26179,186.6,83.84780279,0.623641478,0.364275668,0.012082854,0.52736223,0.47263777,27,5948.0,0.39,18.8,9.7,4060,1615,5181,2965,1825,2,0.376358522,4790,10362,15646,0.3048702543781158,0.5278825995807128
1028,914,1942,1,2,4860,15890.0,17338,280.2,17.34475375,0.399053303,0.598271249,0.002675448,0.455237703,0.544762297,15,3322.0,0.66,29.4,13.1,1407,404,1329,874,846,2,0.6009466969999999,1720,2658,4860,0.39958847736625513,0.529351184346035
3054,2903,5957,1,2,37570,12325.0,33430,629.9,59.644388,0.74933454,0.207596891,0.043068569,0.540034072,0.459965928,42,7788.0,0.26,11.2,5.8,11364,5160,14696,4722,1628,2,0.25066546,6350,29392,37570,0.1585573595954219,0.5126741648480779
904,1478,2382,0,2,8025,15931.0,21220,247.0,32.48987854,0.658606506,0.321824754,0.01956874,0.475009348,0.524990652,23,4233.0,0.55,25.5,6.4,2189,753,2189,1601,1293,2,0.34139349399999996,2894,4378,8025,0.29682242990654206,0.3795130142737196
10016,11880,21896,0,2,73795,15105.0,29074,499.3,147.7969157,0.820458272,0.165151289,0.014390439,0.484762666,0.515237334,111,28019.0,0.39,15.4,7.3,19820,9931,22814,13661,7569,2,0.179541728,21230,45628,73795,0.2967138695033539,0.4574351479722324
7067,6672,13739,1,2,44234,14006.0,30754,162.2,272.7127004,0.979130867,0.008659673,0.01220946,0.483200687,0.516799313,50,13305.0,0.31,12.6,6.0,11376,3961,13914,9814,5169,2,0.020869132999999998,14983,27828,44234,0.31059818239363385,0.5143751364728146
1057,1276,2333,0,2,8800,11518.0,24001,780.8,11.2704918,0.703703704,0.288116337,0.008179959,0.485117019,0.514882981,24,5490.0,0.65,21.4,6.7,2748,846,2560,1736,910,2,0.296296296,2646,5120,8800,0.2651136363636364,0.4530647235319331
35986,23845,59831,1,2,221849,19652.0,29572,440.4,503.7443233,0.581523552,0.392657201,0.025819247,0.477638044,0.522361956,193,91537.0,0.42,19.7,6.7,58986,23244,70297,41087,28235,1,0.418476448,69322,140594,221849,0.26969244846720064,0.601460781200381
676,293,969,1,2,16850,14615.0,29002,248.8,67.72508039,0.536919703,0.318995979,0.144084318,0.655964421,0.344035579,5,1818.0,0.11,14.7,10.5,4859,5026,6055,678,232,1,0.463080297,910,12110,16850,0.05750741839762611,0.6976264189886481
2626,3524,6150,0,2,22391,14326.0,23821,313.8,71.35436584,0.9021044630978955,0.09253384590746615,0.005361690994638309,0.478843662,0.521156338,80,11535.0,0.52,15.0,8.5,5710,2119,6288,4879,3395,1,0.097895537,8274,12576,22391,0.2746639274708588,0.4269918699186992
15056,13851,28907,1,2,101922,17786.0,45561,423.7,240.5522776,0.959290403,0.019898545,0.020811052,0.503301706,0.496698294,95,23169.0,0.26,7.6,5.3,28674,8966,40180,17246,6856,1,0.040709597,24102,80360,101922,0.2836188457840309,0.5208427024596118
14009,13442,27451,1,2,88322,16429.0,25892,120.8,731.1423841,0.679529119,0.273937404,0.046533477,0.477004924,0.522995076,58,29808.0,0.34,20.5,4.9,18025,24574,25820,12089,7814,1,0.320470881,19903,51640,88322,0.31080591472113406,0.5103274926232195
589,494,1083,1,2,3405,12098.0,15754,195.2,17.44364754,0.379441997,0.616740088,0.003817915,0.44845815,0.55154185,21,2982.0,0.89,35.4,7.5,993,276,899,612,625,2,0.620558003,1237,1798,3405,0.3180616740088106,0.543859649122807
33738,23750,57488,1,2,187894,17058.0,35892,142.6,1317.629734,0.7006332487006333,0.24558854824558854,0.0537782030537782,0.486786931,0.513213069,92,60071.0,0.33,14.3,7.3,52399,20789,69653,33384,11669,1,0.299366751,45053,139306,187894,0.3059597432594974,0.5868703033676593
684,902,1586,0,2,6236,12915.0,20786,809.4,7.704472449,0.7121090620000001,0.28019246200000003,0.007698476000000001,0.479871692,0.520128308,15,2504.0,0.41,25.2,6.4,1892,588,1827,1199,730,2,0.287890938,1929,3654,6236,0.25432969852469534,0.4312736443883985
106005,88569,194574,1,2,476503,24065.0,45529,340.2,1400.655497,0.8519750518519751,0.10309468710309469,0.04493026104493026,0.491399682,0.508600318,275,142192.0,0.32,8.4,5.7,120244,46627,191090,87255,31287,1,0.148024948,118542,382180,476503,0.40833740815902525,0.5448055752567147
2684,5025,7709,0,2,30719,15734.0,23554,599.1,51.2752462,0.7113136900000001,0.26495197800000003,0.023734332000000004,0.481491128,0.518508872,59,12449.0,0.42,22.8,7.5,9224,3184,9314,5647,3350,2,0.28868631,8997,18628,30719,0.25095217943292425,0.3481644830717343
3776,5850,9626,0,2,37094,14697.0,22272,552.3,67.16277385,0.704707214,0.2512132,0.044079586,0.484605845,0.515394155,81,22390.0,0.61,25.8,6.8,10638,3657,10500,7157,5142,2,0.29529278600000003,12299,21000,37094,0.25950288456354126,0.39227093289008935
15934,11844,27778,1,2,72667,17864.0,46290,290.0,250.5758621,0.839615242,0.114822001,0.045562757,0.498603256,0.501396744,43,13597.0,0.21,7.7,5.1,22168,5989,27109,13170,4231,1,0.16038475800000002,17401,54218,72667,0.3822643015399012,0.5736194110447116
1522,2153,3675,0,2,13464,12813.0,21636,229.1,58.76909646,0.669835846,0.310777687,0.019386467,0.479685063,0.520314937,26,7038.0,0.52,22.5,7.5,3882,1338,3694,2705,1845,2,0.33016415400000004,4550,7388,13464,0.2729500891265597,0.4141496598639456
9991,9869,19860,1,2,60313,17496.0,36050,443.1,136.1160009,0.751139925,0.235877369,0.012982706,0.483294921,0.516705079,75,21296.0,0.4,12.8,7.3,17283,5567,19693,12015,5755,1,0.24886007500000001,17770,39386,60313,0.3292822442922753,0.5030715005035247
1494,1278,2772,1,2,9243,13315.0,27994,325.1,28.43125192,0.661400281,0.31793096,0.020668759,0.493128449,0.506871551,14,2503.0,0.28,16.9,8.2,2615,859,3004,1813,952,2,0.33859971899999997,2765,6008,9243,0.29990262901655307,0.538961038961039
2111,3097,5208,0,2,20327,14407.0,20468,273.8,74.2403214,0.575138964,0.419450047,0.005410989,0.458999459,0.541000541,44,9618.0,0.48,30.2,9.3,6119,1724,5765,3887,2832,2,0.42486103599999997,6719,11530,20327,0.25621095095193586,0.4053379416282642
2077,1900,3977,1,2,13315,12765.0,25312,173.9,76.56699252,0.979469504,0.009890604,0.010639892,0.488685749,0.511314251,30,3116.0,0.24,16.0,6.7,3440,1486,4038,2781,1570,1,0.020530496000000002,4351,8076,13315,0.298685692827638,0.5222529544883078
2008,1719,3727,1,2,10288,16590.0,32581,211.0,48.75829384,0.981920684,0.003207621,0.014871695,0.505929238,0.494070762,24,4689.0,0.5,13.1,6.1,2822,916,3508,2107,935,2,0.018079316,3042,7016,10288,0.36226671850699843,0.5387711295948484
2427,3118,5545,0,2,25875,14415.0,22479,596.8,43.35623324,0.576811594,0.406608696,0.01657971,0.475980676,0.524019324,53,11525.0,0.45,26.9,10.4,7786,2427,7624,4757,3281,2,0.423188406,8038,15248,25875,0.21429951690821256,0.4376916140667268
121951,86484,208435,1,2,561522,22802.0,36054,268.3,2092.888558,0.504651627,0.432385793,0.06296258,0.478647395,0.521352605,296,166753.0,0.31,16.8,6.6,133882,62798,213788,102391,48663,1,0.495348373,151054,427576,561522,0.3711964980891221,0.5850792813107204
2098,3383,5481,0,2,17711,13175.0,21786,500.6,35.37954455,0.704686618,0.284980237,0.010333145,0.490570299,0.509429701,68,11863.0,0.67,23.3,7.5,4611,1772,5201,3622,2505,2,0.295313382,6127,10402,17711,0.30946869177347414,0.38277686553548623
1222,1552,2774,0,2,10032,14555.0,19681,393.0,25.52671756,0.491173831,0.500049865,0.008776304,0.455569961,0.544430039,33,8423.0,0.85,28.9,8.5,3048,863,2735,1901,1485,2,0.508826169,3386,5470,10032,0.2765151515151515,0.4405191059841384
16646,12953,29599,1,2,97555,15933.0,25587,329.7,295.8902032,0.472174947472175,0.5131230905131231,0.014701962014701964,0.468043224,0.531956776,79,42157.0,0.44,27.4,10.4,29670,10898,29198,17460,10329,1,0.527825052,27789,58396,97555,0.30340833376044285,0.5623838643197405
14096,12239,26335,1,2,75099,16865.0,40711,199.3,376.8138485,0.896286334,0.083207947,0.020505719,0.495798991,0.504201009,50,22287.0,0.31,9.7,6.1,21237,7399,27004,14108,5351,1,0.10371366600000001,19459,54008,75099,0.3506704483415225,0.535257262198595
1633,2119,3752,0,2,12065,14390.0,18458,511.3,23.59671426,0.5439774514560225,0.4513802535486197,0.004642294995357705,0.459421371,0.540578629,33,6690.0,0.56,32.0,11.2,3669,1017,3218,2315,1846,2,0.456022549,4161,6436,12065,0.31098217985909654,0.43523454157782515
259,514,773,0,2,2270,13093.0,23532,404.2,5.616031667,0.847509916,0.122961657,0.029528427,0.512560599,0.487439401,8,697.0,0.3,23.5,5.5,686,226,673,467,218,2,0.152490084,685,1346,2270,0.3405286343612335,0.3350582147477361
3177,4215,7392,0,2,27396,15060.0,35134,479.5,57.13451512,0.840602985159397,0.1479724058520276,0.011424608988575391,0.501587765,0.498412235,45,9155.0,0.36,12.7,6.3,8488,2547,9119,5046,2196,1,0.159397015,7242,18238,27396,0.26982041173894,0.429788961038961
1908,4050,5958,0,2,18954,14694.0,23170,368.8,51.39370933,0.6756158023243841,0.31394060868605933,0.01044358898955641,0.474603091,0.525396909,54,12364.0,0.65,21.4,12.6,5111,1652,5386,3903,2902,2,0.32438419799999996,6805,10772,18954,0.3143399810066477,0.3202416918429003
2002,3300,5302,0,2,20691,13005.0,18828,686.0,30.16180758,0.6566608660000001,0.33700696100000005,0.006332173000000001,0.475686388,0.524313612,71,10880.0,0.53,28.4,11.9,6308,1762,5770,3897,2954,2,0.343339134,6851,11540,20691,0.2562466772993089,0.3775933609958506
1076,1512,2588,0,2,8938,14569.0,22226,185.0,48.31351351,0.637869293,0.349932856,0.012197851,0.484892569,0.515107431,22,4575.0,0.52,25.6,7.4,2631,820,2557,1655,1275,2,0.362130707,2930,5114,8938,0.2895502349518908,0.41576506955177744
2980,3836,6816,0,2,16544,13160.0,21542,385.8,42.88232245,0.990025993,0.001511213,0.008462794,0.482500151,0.517499849,54,10276.0,0.64,17.7,8.4,3781,1215,4483,4015,3050,2,0.009974007,7065,8966,16544,0.4119922630560928,0.43720657276995306
11499,15473,26972,0,2,82145,17814.0,28601,513.3,160.033119,0.839146107,0.142916291,0.017937602,0.475547383,0.524452617,140,46060.0,0.57,15.9,7.2,19673,8879,24297,17284,12012,2,0.160853893,29296,48594,82145,0.3283462170552073,0.4263310099362302
8835,8037,16872,1,2,49745,20692.0,44162,225.8,220.3055802,0.9782704839782704,0.00028141800028141803,0.021448098021448096,0.501809118,0.498190882,58,19287.0,0.44,8.0,5.5,12854,4589,17702,10293,4307,1,0.021729515999999997,14600,35404,49745,0.3391697658056086,0.5236486486486487
2117,3723,5840,0,2,17144,16248.0,24545,263.3,65.1120395,0.885389326,0.106503354,0.00810732,0.479090114,0.520909886,54,10760.0,0.65,16.9,9.5,4049,1735,4770,3892,2698,2,0.114610674,6590,9540,17144,0.3406439570695287,0.3625
161415,84108,245523,1,2,664584,28888.0,32869,528.7,1257.015321,0.454120069,0.511468666,0.034411265,0.476729403,0.523270597,409,298493.0,0.46,22.8,7.4,161951,76453,241969,118092,66119,1,0.545879931,184211,483938,664584,0.3694386262684627,0.6574333158196992
1867,2800,4667,0,2,14296,15371.0,24438,426.7,33.50363253,0.9850976009850976,0.002728608002728608,0.012173791012173791,0.491009585,0.508990415,29,5180.0,0.39,17.5,9.9,3563,1269,4075,3324,2065,2,0.014902399,5389,8150,14296,0.3264549524342473,0.4000428540818513
312,585,897,0,2,2300,15275.0,24309,144.2,15.95006935,0.8670143411329856,0.1299435028700565,0.0030421559969578435,0.465884398,0.534115602,16,1558.0,0.66,16.3,6.1,548,190,630,518,414,2,0.13298565899999998,932,1260,2300,0.39,0.34782608695652173
11427,10664,22091,1,2,63713,19561.0,29647,422.4,150.8357008,0.7197143302802856,0.2636163867363836,0.016669282983330716,0.474540888,0.525459112,86,23687.0,0.38,17.2,5.4,16469,5731,19301,13020,9192,2,0.28028567,22212,38602,63713,0.34672672766939244,0.5172694762572994
4849,5588,10437,0,2,36230,15975.0,30644,355.2,101.9988739,0.947384403,0.039723948,0.012891649,0.491235335,0.508764665,77,15712.0,0.45,12.5,8.3,9786,3555,11432,7569,3888,2,0.052615597,11457,22864,36230,0.288076179961358,0.4645971064482131
1894,3589,5483,0,2,20526,13365.0,21703,458.2,44.79703186,0.6568102106568101,0.3264809043264809,0.016708885016708884,0.474473889,0.525526111,56,12020.0,0.59,24.9,8.0,5804,1881,5890,3968,2983,2,0.343189789,6951,11780,20526,0.26712462243008867,0.3454313332117454
